comm_id,comm_name,comm_age,sso,migration,exec_spsr,acct_geo,plat_tier,gold_tier,silv_tier,#_lang,#_features,enabled,case_count
a0C00000000hVr7,761,4.96,0,0,0,LATAM,0,0,0,1,3,0,19
a0C00000000hVrb,762,4.96,0,0,0,LATAM,0,0,0,2,3,0,26
a0C00000000DgGQ,763,7.99,1,0,0,NA,0,0,0,1,1,0,3
a0C00000000hVqx,764,4.96,0,0,0,LATAM,0,0,0,1,3,0,13
a0C00000000hVrq,765,4.96,0,0,0,LATAM,0,0,0,2,3,0,17
a0C00000000hVrl,766,4.96,0,0,0,LATAM,0,0,0,2,3,0,10
a0C00000001BugX,767,4.41,0,0,0,NA,0,1,0,1,2,0,18
a0C000000020wbp,768,3.53,1,0,0,NA,0,1,0,1,3,0,30
a0C00000003NZlH,769,0.82,1,1,0,NA,0,1,0,1,4,1,11
a0C00000003Nlok,770,0.38,0,0,0,NA,0,1,0,1,0,1,1
a0C00000003Nd0L,771,0.68,1,0,0,NA,0,1,0,1,4,1,4
a0C00000002v2Mq,772,1.9,0,0,0,APAC,0,1,0,1,2,1,53
a0C00000003Mxea,773,1.32,1,0,0,NA,0,1,0,1,5,1,22
a0C00000002v2NF,774,1.9,0,0,0,NA,0,1,0,1,3,0,11
a0C00000002vZFw,775,1.84,0,0,0,NA,0,1,0,1,0,1,0
a0C00000002v2NA,776,1.9,0,0,0,NA,0,1,0,1,7,0,0
a0C00000002oXU8,777,2.12,0,0,0,NA,0,1,0,1,0,0,0
a0C00000003MyKH,778,1.3,0,0,0,NA,0,1,0,1,0,1,0
a0C00000003NZlM,779,0.82,0,0,0,NA,0,1,0,1,0,1,0
a0C00000003NaAD,780,0.8,0,0,0,EMEA,0,0,1,1,0,1,0
a0C00000003Nm5q,781,0.37,0,0,0,EMEA,0,0,0,1,0,0,0
a0C00000001NVCH,782,4.18,1,0,0,NA,0,1,0,6,7,1,321
a0C00000001vdTJ,783,3.66,1,0,0,NA,0,1,0,1,4,1,79
a0C00000000VBnH,784,5.15,0,0,0,EMEA,1,0,0,1,9,1,73
a0C00000000DgCh,785,8,1,0,0,NA,0,1,0,2,2,1,30
a0C00000000ECg0,786,6.69,1,0,0,NA,0,1,0,1,5,1,253
a0C00000001vr3T,787,3.66,1,0,0,NA,0,1,0,1,5,1,83
a0C00000003NZjM,788,0.82,1,1,0,NA,0,1,0,1,7,1,58
a0C00000003NkqS,789,0.41,0,0,0,APAC,0,1,0,1,0,1,3
a0C00000000UAc3,790,5.39,0,0,0,NA,1,0,0,1,3,1,281
a0C00000002e9HU,791,2.66,0,0,0,APAC,0,1,0,1,0,0,32
a0C00000002e9HU,792,2.66,0,0,0,APAC,0,1,0,1,0,1,32
a0C00000000E5Pe,793,6.92,0,0,0,NA,0,1,0,1,3,1,89
a0C000000011nF4,794,4.6,1,0,0,NA,0,1,0,1,4,1,122
a0C00000002mYGM,795,2.4,1,0,0,NA,0,1,0,5,5,1,53
a0C00000000FV55,796,6.02,1,0,0,NA,0,1,0,1,7,1,79
a0C00000002oMiv,797,2.15,0,0,0,NA,1,0,0,2,5,1,82
a0C00000002oMiq,798,2.15,0,0,0,NA,1,0,0,1,5,1,64
a0C00000000Dfyg,799,8.01,1,0,0,EMEA,0,0,0,1,1,0,4
a0C00000000Dfyg,800,8.01,1,0,0,EMEA,0,0,0,1,1,1,4
a0C00000002IBp3,801,3.09,0,0,0,NA,0,1,0,1,1,1,216
a0C00000000DgCm,802,8,0,0,0,NA,0,0,0,1,2,0,10
a0C00000000DfzO,803,8.01,0,0,0,NA,0,0,0,1,0,0,5
a0C00000000Dfz9,804,8.01,1,0,0,NA,0,0,0,1,1,0,23
a0C00000000Dfzd,805,8.01,0,0,0,NA,0,0,0,1,2,0,4
a0C00000000U9br,806,5.4,1,0,0,EMEA,1,0,0,3,4,0,193
a0C00000000VAeD,807,5.16,1,0,0,NA,0,1,0,1,2,0,108
a0C00000002oMj0,808,2.15,0,0,0,NA,1,0,0,1,0,1,3
a0C00000000Dn9R,809,7.29,1,0,0,NA,0,0,0,1,2,0,42
a0C00000001wFJ7,810,3.65,0,0,0,NA,0,1,0,1,4,0,119
a0C00000002e33z,811,2.66,0,0,0,NA,0,1,0,1,2,1,14
a0C00000000E59h,812,6.93,1,0,0,NA,0,1,0,1,1,1,59
a0C00000002n5Fe,813,2.34,0,0,0,APAC,0,1,0,1,4,1,62
a0C00000002oMhd,814,2.15,0,0,0,EMEA,0,1,0,1,4,1,18
a0C00000000Dfxr,815,8.01,0,0,0,NA,0,0,0,1,0,0,1
a0C00000001NVCC,816,4.18,1,0,0,NA,0,1,0,1,2,1,40
a0C00000002oVNh,817,2.13,1,0,0,NA,0,1,0,1,2,0,12
a0C00000002xPiU,818,1.68,0,0,0,NA,0,1,0,1,0,1,12
a0C00000001vqkw,819,3.66,1,0,0,EMEA,0,1,0,1,3,0,10
a0C00000001nUYp,820,3.77,1,0,0,NA,0,1,0,1,7,0,105
a0C00000000h7jk,821,4.98,0,0,0,NA,1,0,0,1,3,0,152
a0C00000001oWiF,822,3.74,1,0,0,NA,0,1,0,1,3,0,8
a0C00000000WKsq,823,5.07,1,0,0,APAC,0,1,0,1,5,0,152
a0C00000002HfDB,824,3.1,0,0,0,NA,0,1,0,1,5,0,3
a0C00000002MsAv,825,2.98,0,0,0,EMEA,1,0,0,1,0,0,41
a0C00000003Ni15,826,0.48,1,1,0,NA,0,1,0,1,4,1,3
a0C00000000Dg3a,827,8,1,0,0,NA,0,0,0,1,1,0,18
a0C00000002TBsG,828,2.93,0,0,0,NA,0,1,0,1,0,0,10
a0C00000002e9dp,829,2.66,0,0,0,NA,0,1,0,1,1,0,7
a0C00000000DnHz,830,7.28,0,0,0,NA,0,0,0,1,2,0,4
a0C00000002oKTC,831,2.15,0,0,0,EMEA,0,1,0,1,0,1,37
a0C00000002oKTC,832,2.15,0,0,0,EMEA,0,1,0,1,0,1,37
a0C00000002mqBN,833,2.37,0,0,0,NA,0,1,0,1,0,0,2
a0C00000000VBWe,834,5.15,0,0,0,NA,0,0,0,1,3,0,25
a0C00000003NZj7,835,0.82,0,0,0,NA,0,1,0,1,0,1,2
a0C00000000hVqn,836,4.96,0,0,0,LATAM,0,0,0,2,3,0,8
a0C00000002n3J3,837,2.34,0,0,0,NA,0,1,0,1,0,1,4
a0C00000002n3JD,838,2.34,1,0,0,NA,0,1,0,1,0,1,37
a0C00000002oNyI,839,2.14,0,0,0,NA,0,1,0,1,0,1,2
a0C00000003NZjW,840,0.82,0,1,0,APAC,0,1,0,1,2,1,3
a0C00000003NZcI,841,0.83,0,0,0,EMEA,0,0,0,1,7,0,1
a0C00000003NktG,842,0.4,0,0,0,NA,0,1,0,1,4,1,4
a0C00000003Nhhi,843,0.49,0,0,0,NA,1,0,0,1,0,0,1
a0C00000000DfzJ,844,8.01,0,0,0,NA,0,0,0,1,0,0,0
a0C00000000DfzY,845,8.01,0,0,0,NA,0,0,0,1,0,0,0
a0C00000003NiL8,846,0.48,0,0,0,NA,1,0,0,1,6,1,0
a0C00000002TBsL,847,2.93,0,0,0,NA,0,0,0,1,0,0,0
a0C00000002TBsL,848,2.93,0,0,0,NA,0,0,0,1,0,0,0
a0C00000003N7dv,849,1.13,0,0,0,NA,1,0,0,1,0,0,0
a0C00000003NksE,850,0.41,0,0,0,LATAM,0,1,0,1,0,1,0
a0C00000003Nk6R,851,0.42,0,0,0,EMEA,0,0,0,1,0,0,0
a0C00000003NiwI,852,0.46,0,0,0,EMEA,0,0,0,1,0,0,0
a0C00000002FATW,853,3.16,0,0,0,NA,0,1,0,1,0,0,214
a0C00000002FATW,854,3.16,0,0,0,NA,0,1,0,1,0,1,214
a0C00000000vvGC,855,4.64,0,0,0,EMEA,0,1,0,1,5,0,39
a0C00000000TkvU,856,5.51,0,0,0,NA,1,0,0,1,3,0,60
a0C00000002FjRj,857,3.15,0,0,0,NA,0,1,0,1,3,1,63
a0C00000000U1zO,858,5.43,1,0,0,NA,1,0,0,1,5,1,335
a0C00000000TxlE,859,5.45,0,0,0,NA,0,1,0,1,4,1,189
a0C00000002CHeJ,860,3.24,1,0,0,NA,0,1,0,1,6,0,72
a0C00000002FjRe,861,3.15,0,0,0,NA,0,1,0,1,1,1,240
a0C00000001B3Zw,862,4.44,1,0,0,NA,0,1,0,1,7,0,211
a0C00000002hbqS,863,2.51,1,0,0,NA,0,1,0,1,9,1,61
a0C00000002U82q,864,2.91,1,0,0,NA,0,1,0,1,4,1,81
a0C00000000Dg6P,865,8,1,0,0,NA,0,1,0,1,4,1,78
a0C00000002FXS3,866,3.15,1,0,0,NA,1,0,0,1,9,1,158
a0C00000002D1Fx,867,3.22,0,0,0,EMEA,0,1,0,1,4,0,24
a0C00000001dwIt,868,3.92,1,0,0,NA,0,1,0,1,4,0,213
a0C00000002mG0i,869,2.44,1,0,0,EMEA,0,1,0,5,5,0,46
a0C00000000Dg6t,870,8,0,0,0,NA,0,1,0,2,1,1,307
a0C00000000Dg6o,871,8,0,0,0,NA,0,1,0,1,2,1,133
a0C00000002HEln,872,3.11,1,0,0,EMEA,0,1,0,4,3,0,59
a0C00000002mYGC,873,2.4,0,0,0,NA,0,1,0,5,5,1,41
a0C00000002W7vh,874,2.86,0,0,0,NA,0,1,0,2,6,1,105
a0C00000000DikG,875,7.71,0,0,0,NA,0,0,0,1,1,0,16
a0C00000001B3Bb,876,4.44,0,0,0,NA,0,1,0,1,7,1,257
a0C00000002m7zF,877,2.46,0,0,0,NA,0,1,0,1,0,1,33
a0C00000000DkvS,878,7.45,1,0,0,NA,0,1,0,2,4,1,75
a0C00000001UZm4,879,4.08,1,0,0,NA,0,1,0,1,8,0,243
a0C00000001lYAL,880,3.83,1,0,0,NA,0,1,0,1,9,0,134
a0C00000002HMrI,881,3.1,1,0,0,NA,0,1,0,1,6,1,17
a0C00000000TyCn,882,5.45,0,0,0,NA,1,0,0,1,2,0,62
a0C00000000DmZx,883,7.37,1,0,0,NA,0,0,0,1,2,0,70
a0C00000000Dkl3,884,7.47,1,0,0,NA,0,0,0,1,6,0,135
a0C00000000DjIw,885,7.65,0,0,0,NA,0,0,0,1,1,0,31
a0C00000000Dhqi,886,7.82,0,0,0,NA,0,0,0,1,0,0,12
a0C00000000ExzF,887,6.18,1,0,0,NA,0,0,0,1,5,0,62
a0C00000000Dg7D,888,8,0,0,0,NA,0,1,0,1,0,1,53
a0C00000000Ey4Q,889,6.17,1,0,0,NA,0,1,0,1,4,1,65
a0C00000000DmGb,890,7.41,1,0,0,NA,0,0,0,1,3,0,29
a0C00000000E42L,891,6.96,1,0,0,NA,0,1,0,1,3,0,101
a0C00000000DmaR,892,7.37,0,0,0,NA,0,0,0,1,2,0,56
a0C00000000vvGH,893,4.64,0,0,0,EMEA,0,1,0,1,5,0,60
a0C00000000Dg7S,894,8,0,0,0,NA,0,0,0,1,0,0,9
a0C00000000E00o,895,7.07,1,0,0,EMEA,0,0,0,5,4,0,5
a0C00000000DilT,896,7.7,0,0,0,NA,0,0,0,1,0,0,21
a0C00000000E4dJ,897,6.95,0,0,0,NA,0,1,0,1,0,1,6
a0C00000000E3u7,898,6.97,1,0,0,NA,0,0,0,1,3,0,9
a0C00000001eJox,899,3.91,1,0,0,APAC,1,0,0,6,3,1,76
a0C00000000vPMD,900,4.66,0,0,0,NA,0,1,0,1,5,0,65
a0C00000000ThEV,901,5.53,0,0,0,NA,0,0,0,1,3,0,90
a0C00000000E3bV,902,6.98,1,0,0,NA,0,0,0,1,2,0,20
a0C00000001esoj,903,3.89,1,0,0,EMEA,0,1,0,2,5,0,45
a0C00000000Dg7X,904,8,0,0,0,NA,0,0,0,1,0,0,5
a0C00000000DmwX,905,7.32,0,0,0,EMEA,0,0,0,1,1,0,2
a0C00000000Tkvy,906,5.51,0,0,0,NA,1,0,0,1,2,1,46
a0C00000000Tks6,907,5.51,0,0,0,NA,0,0,0,1,3,0,7
a0C00000001esoo,908,3.89,1,0,0,EMEA,0,1,0,1,5,0,50
a0C00000000Di7U,909,7.77,1,0,0,NA,0,0,0,1,2,0,11
a0C00000000DiUE,910,7.72,1,0,0,EMEA,0,0,0,1,3,0,1
a0C00000000vvGM,911,4.64,1,0,0,EMEA,0,1,0,1,5,0,21
a0C00000001vVIh,912,3.67,1,0,0,NA,0,0,0,1,6,0,23
a0C00000002hWdb,913,2.52,0,0,0,NA,0,1,0,1,0,0,3
a0C00000002hWdb,914,2.52,0,0,0,NA,0,1,0,1,0,0,3
a0C00000002FAVX,915,3.16,0,0,0,NA,0,1,0,1,1,0,9
a0C00000002FAVX,916,3.16,0,0,0,NA,0,1,0,1,1,0,9
a0C00000002UuaU,917,2.89,0,0,0,NA,0,1,0,1,0,0,2
a0C00000002UuaU,918,2.89,0,0,0,NA,0,1,0,1,0,0,2
a0C00000002WERP,919,2.86,0,0,0,NA,0,1,0,1,6,1,3
a0C00000002mYGH,920,2.4,0,0,0,NA,0,1,0,1,0,1,4
a0C00000000DmIm,921,7.4,0,0,0,NA,0,1,0,1,1,0,0
a0C00000000ExzA,922,6.18,0,0,0,NA,0,0,0,1,3,0,0
a0C00000002hbqm,923,2.51,0,0,0,NA,0,1,0,1,0,1,0
a0C00000000Fj1s,924,5.96,0,0,0,NA,1,0,0,1,5,1,136
a0C00000001dcYA,925,3.93,1,0,0,APAC,0,1,0,1,6,1,91
a0C00000000Dg5C,926,8,0,0,0,NA,0,1,0,4,8,1,73
a0C00000000Eohm,927,6.21,0,0,0,NA,0,1,0,2,4,1,134
a0C00000000GHlC,928,5.78,0,0,0,NA,0,1,0,1,3,1,117
a0C00000000E6oa,929,6.88,1,0,0,EMEA,0,1,0,1,1,0,77
a0C00000000E7wB,930,6.84,0,0,0,NA,0,1,0,1,1,1,109
a0C00000000Dnmt,931,7.25,1,0,0,NA,0,1,0,1,5,1,99
a0C00000000GMxj,932,5.75,0,0,0,NA,0,1,0,6,5,1,114
a0C00000000Djme,933,7.58,0,0,0,NA,0,1,0,1,4,1,137
a0C00000000uaoe,934,4.68,1,0,0,NA,0,1,0,1,6,1,124
a0C00000000Dg4x,935,8,0,0,0,NA,0,0,0,1,1,0,3
a0C00000000DhEt,936,7.89,1,0,0,NA,0,0,0,1,3,0,13
a0C00000000DgC8,937,8,0,0,0,NA,0,0,0,1,0,0,16
a0C00000000Dg4s,938,8,1,0,0,NA,0,0,0,1,1,0,5
a0C00000000Dzwh,939,7.08,0,0,0,NA,0,1,0,1,0,0,116
a0C00000000Gg19,940,5.65,0,0,0,NA,0,1,0,1,4,0,89
a0C00000000Dg4i,941,8,0,0,0,NA,0,0,0,1,0,0,7
a0C00000000DgCX,942,8,0,0,0,NA,0,0,0,1,2,0,2
a0C00000000Ga6U,943,5.68,0,0,0,EMEA,0,1,0,1,2,1,161
a0C00000000DzPQ,944,7.09,1,0,0,NA,0,1,0,1,2,1,36
a0C00000000Do3y,945,7.23,1,0,0,NA,0,0,0,1,2,0,1
a0C00000001XWQt,946,3.99,1,0,0,NA,0,1,0,1,4,0,85
a0C00000001Ai9U,947,4.45,1,0,0,NA,0,1,0,1,6,0,185
a0C00000000DgCc,948,8,0,0,0,NA,0,0,0,1,1,0,3
a0C00000000DhEy,949,7.89,0,0,0,NA,0,0,0,1,1,0,2
a0C00000000Do7U,950,7.23,1,0,0,NA,0,1,0,1,4,0,10
a0C00000000Dt37,951,7.18,0,0,0,NA,0,0,0,1,1,0,109
a0C00000000DnxD,952,7.24,0,0,0,NA,0,1,0,1,1,1,64
a0C00000000E9pj,953,6.77,0,0,0,NA,0,0,0,1,0,0,20
a0C000000012Lbd,954,4.58,1,0,0,NA,0,1,0,1,5,0,68
a0C00000001W2Ed,955,4.03,1,0,0,NA,0,1,0,1,9,1,94
a0C00000000Fl6C,956,5.95,0,0,0,NA,0,1,0,1,2,1,26
a0C00000000EAUt,957,6.75,1,0,0,NA,0,0,0,1,3,0,46
a0C00000000E88i,958,6.83,0,0,0,NA,0,0,0,1,2,0,10
a0C00000000Dg52,959,8,0,0,0,NA,0,0,0,1,1,0,30
a0C00000000DkRB,960,7.49,1,0,0,NA,0,0,0,1,4,0,66
a0C00000000DgBe,961,8,0,0,0,NA,0,0,0,1,1,0,11
a0C00000001Vhc7,962,4.04,1,0,0,NA,0,1,0,1,4,0,25
a0C00000000FqyJ,963,5.92,1,0,0,NA,0,1,0,1,3,0,36
a0C00000000DkQm,964,7.49,0,0,0,NA,0,0,0,1,2,0,28
a0C00000000EAgG,965,6.74,0,0,0,NA,0,1,0,1,0,0,65
a0C00000000EAgG,966,6.74,0,0,0,NA,0,1,0,1,0,1,65
a0C00000000Dg57,967,8,0,0,0,NA,0,1,0,1,5,0,8
a0C00000000FsSD,968,5.91,1,0,0,NA,0,0,0,1,3,0,27
a0C00000000FuGS,969,5.91,1,0,0,NA,0,1,0,1,6,0,107
a0C00000000uaXn,970,4.68,1,0,0,NA,0,1,0,1,3,0,43
a0C00000000FuHz,971,5.91,0,0,0,NA,1,0,0,1,2,0,54
a0C00000000UKiK,972,5.35,1,0,0,NA,0,1,0,1,5,1,140
a0C00000000Dg8p,973,8,0,0,0,NA,0,1,0,1,0,0,6
a0C00000000uU8J,974,4.68,1,0,0,NA,0,1,0,1,4,0,19
a0C00000000Fqy9,975,5.92,0,0,0,NA,0,0,0,1,2,0,8
a0C00000000GOpJ,976,5.74,0,0,0,LATAM,0,0,0,2,3,0,65
a0C00000000DxuV,977,7.14,0,0,0,NA,0,1,0,1,0,0,1
a0C00000000DgBZ,978,8,0,0,0,NA,0,0,0,1,1,0,11
a0C00000000Dg8f,979,8,0,0,0,NA,0,0,0,3,0,0,12
a0C00000000E8vz,980,6.81,0,0,0,NA,0,0,0,1,1,0,15
a0C00000000Gg1d,981,5.65,0,0,0,NA,0,1,0,1,3,1,82
a0C00000000FuHu,982,5.91,1,0,0,NA,0,0,0,1,3,0,64
a0C00000000Fwnu,983,5.89,0,0,0,NA,0,0,0,1,2,0,20
a0C00000000DkNT,984,7.5,0,0,0,NA,0,0,0,1,0,0,1
a0C00000000DkNU,985,7.5,0,0,0,NA,0,0,0,1,0,0,1
a0C00000000DgBt,986,8,0,0,0,NA,0,0,0,4,0,0,2
a0C00000000E8v6,987,6.81,0,0,0,NA,0,0,0,1,0,0,3
a0C00000001tgWy,988,3.72,0,0,0,NA,1,0,0,1,6,0,3
a0C000000019kg1,989,4.49,1,0,0,NA,0,1,0,1,3,1,24
a0C00000000Dg8a,990,8,0,0,0,NA,0,0,0,1,1,0,0
a0C00000000Dg8k,991,8,0,0,0,NA,0,0,0,1,0,0,0
a0C00000000DkLm,992,7.5,0,0,0,NA,0,0,0,1,0,0,0
a0C00000000E8vu,993,6.81,0,0,0,NA,0,0,0,1,1,0,0
a0C00000000FqyE,994,5.92,0,0,0,NA,0,0,0,1,0,0,0
a0C00000002ubJq,995,1.94,1,0,0,NA,0,1,0,1,4,1,124
a0C00000000Dg8B,996,8,0,0,0,NA,0,1,0,2,4,1,225
a0C00000000DjmX,997,7.58,0,0,0,NA,0,0,0,1,1,0,25
a0C00000000DnIE,998,7.28,0,0,0,NA,0,0,0,1,2,0,10
a0C00000000E5t3,999,6.91,0,0,0,NA,0,0,0,1,2,0,25
a0C00000000Dg7s,1000,8,1,0,0,NA,0,0,0,1,1,0,9
a0C00000000DnII,1001,7.28,0,0,0,NA,0,0,0,1,2,0,9
a0C00000000Djiz,1002,7.59,0,0,0,NA,0,0,0,1,0,0,32
a0C00000000Dg7c,1003,8,0,0,0,NA,0,0,0,1,2,0,15
a0C00000000DnIH,1004,7.28,0,0,0,NA,0,0,0,1,2,0,4
a0C00000000FWWk,1005,6.01,1,0,0,NA,0,1,0,1,5,1,31
a0C00000000DjLC,1006,7.64,0,0,0,NA,0,0,0,1,2,0,5
a0C00000000DnWp,1007,7.26,1,0,0,NA,0,0,0,1,3,0,32
a0C00000000DnIF,1008,7.28,0,0,0,NA,0,0,0,1,2,0,3
a0C00000000DjfC,1009,7.6,0,0,0,NA,0,0,0,1,0,0,1
a0C00000000DnIJ,1010,7.28,0,0,0,NA,0,0,0,1,2,0,1
a0C00000000DnIG,1011,7.28,0,0,0,NA,0,0,0,1,2,0,2
a0C00000000Dg7h,1012,8,0,0,0,NA,0,0,0,1,0,0,0
a0C00000000Djk2,1013,7.59,1,0,0,NA,0,0,0,1,2,0,0
a0C00000000Dg8L,1014,8,1,0,0,EMEA,0,0,0,1,1,0,0
a0C610000037S7p,1015,0.23,0,0,0,NA,0,0,0,1,0,0,0
a0C61000003AbGD,1016,0.09,1,0,0,APAC,0,1,0,1,3,1,0
a0C610000037G90,1017,0.24,0,0,0,EMEA,0,0,0,1,0,0,0
a0C610000039irh,1018,0.12,0,0,0,NA,0,0,0,1,0,1,0